id,review,aspects
3398,Alhamdulillah.. I am satisfied with this app❤️❤️❤️.. May Allah bless the builders of this useful app🖤,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3399,"May Allah reward this developer. Immensely, first for the brilliance, convenience and simplicity of the app and second of all making it free. Inshaa Allah for the sake of Allah. جزاكم الله خيرا Allah's reward is incomparable to the creations.","[{'aspect': 'convenience', 'polarity': 'Positive'}, {'aspect': 'free', 'polarity': 'Positive'}]"
3400,"It's really great, whoever worked hard in arranging it, may Allah reward them, Amen","[{'aspect': 'arranging', 'polarity': 'Positive'}]"
3401,The app is very good for muslims,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3402,One of the best app for muslims,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3403,"Smooth user interface, very detailed tafseer, ease my understanding in quran","[{'aspect': 'user interface', 'polarity': 'Positive'}, {'aspect': 'tafseer', 'polarity': 'Positive'}]"
3404,Very good for understanding the Quran,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3405,Nothing but the best Alhumduillah may Allah SWT bless n reward everyone who helped make n develop this app jzk,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3406,I read this Al Quran & the tafsir everyday. Very easy to locate the surah or juzuk. Thank you very much. May Allah you.,"[{'aspect': 'tafsir', 'polarity': 'Positive'}]"
3407,Great and brilliant application of the Quran,"[{'aspect': 'application', 'polarity': 'Positive'}]"
3408,"Alhamdulillah, This is the best Al Quran application that I have ever seen before. Really I love this application.","[{'aspect': 'application', 'polarity': 'Positive'}]"
3409,Alhamdulillah. I think this is the Best Quran app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3411,Man_sha_Allah..! May Allah blessing the whole app developing team & the organizers!💙❤️,"[{'aspect': 'organizers', 'polarity': 'Positive'}]"
3414,"Mash Allah. Mushlim is one of the best app for muslim community bangla language ever. Inn Shaa Allah, Almighty will reward you in day of judgement.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3415,Ma Sha Allah. Very good application.,"[{'aspect': 'application', 'polarity': 'Positive'}]"
3416,"As a beginner in learning to read the Qur'an, I enjoy the reciter voice. It is soft and easy to follow and understand. The Tafsir is easy to read and understand.","[{'aspect': 'voice', 'polarity': 'Positive'}]"
3417,easy to follow understand the meaning,"[{'aspect': 'meaning', 'polarity': 'Positive'}]"
3418,"Four years later, still my favorite Quran app!!","[{'aspect': 'app', 'polarity': 'Positive'}]"
3419,"Lovely app to use, makes reading very simple.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3420,Awesome App Wallahy!! I just love it,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3422,Awesome alhamdulillah! Works even offline,"[{'aspect': 'offline', 'polarity': 'Positive'}]"
3423,Alhamdulillah!!!. May Almighty Allah reward you abundantly for the good work. I have never seen an App that make me feel better and happier than this app. I remain Auwal Usman from Kaduna State Nigeria.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3424,This app is very helpful for me,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3425,very nice and very excited about the quality of service,"[{'aspect': 'service', 'polarity': 'Positive'}]"
3426,Good app. Love the use of bookmarks and pins. Lots of Qaris available,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3427,Muslim Bangla I have been using this apps since long time I like it very much and I am really proud to have this app thank you very much,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3428,"It's a very nice app because my recitation is gradually improving, jazzakumullahu khayra","[{'aspect': 'app', 'polarity': 'Positive'}]"
3429,Very good app... able to search for َ ِ ُ and ْ ً ٍ and also ٰ great work..thank you,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3430,Masha Allah.. very rich Application for a Muslim,"[{'aspect': 'Application', 'polarity': 'Positive'}]"
3432,"mashallah,this app is very good.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3434,Alhamdulillah. Very helpful to learn and read Quran.,"[{'aspect': 'learn', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
3435,"This is the BEST EVER QURAN APP ❤️ Wonderful! I used for dawa also, may Allah bless you all and your families as well ameen","[{'aspect': 'QURAN', 'polarity': 'Positive'}]"
3436,I could download all the Bengali translation before but now only the Bengali translation of mohiuddin is available and for the other Bengali translation it says network error. But previously there was no such problem. Please fix it asap.,"[{'aspect': 'network', 'polarity': 'Negative'}]"
3437,It's a very good one. May Allah accept your all good did's and grant us for Jannah.,"[{'aspect': 'Allah', 'polarity': 'Positive'}]"
3438,"Salaam 'alaykum, I have only recently started using this app, so I cannot make an overall assessment yet. I was happy to see that it had Ibn Katheer tafsir. I am still exploring the app. Ma'a salaama.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3439,The best Quran app for learning,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3440,"Alhumdulillah!.. Astounding app for reciting and knowing the translation of 
the holy Qur'an...","[{'aspect': 'app', 'polarity': 'Positive'}]"
3443,All praises be to Allah and peace upon the Messenger of Allah صلى الله عليه وسلم. This app is so helpful for those doing hifz and may the Almighty Allah reward the developers of this Qura'an online.😊,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3444,I found it very helpful to read and understand Quran. Jazakumullahu kheyran.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3446,"Masha Allah, nice app, friendly and interactive.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3447,"Excellent Quranic Application but l think you should work more on the daily Quran reminder reading schedule, it is supposed to the take me to the next ayah but it doesn't work that way.","[{'aspect': 'Quranic', 'polarity': 'Positive'}]"
3448,The best ever May Allah reward the builder abundantly,"[{'aspect': 'builder', 'polarity': 'Positive'}]"
3449,Accurate so far. Good tools for understanding and knowledge. Although the searching options need work but other than that I find it the best to analyze.,"[{'aspect': 'tools', 'polarity': 'Positive'}, {'aspect': 'searching', 'polarity': 'Negative'}]"
3450,"Absolutely amazing, it has several tafsir and versions of the quran to chose from which is just great! Very helpful too for Muslims seeking Islamic knowledge!","[{'aspect': 'tafsir', 'polarity': 'Positive'}, {'aspect': 'quran', 'polarity': 'Positive'}]"
3451,"It's my favorite quran app, but there's a glitch where the translation under the arabic disappears. Please fix this","[{'aspect': 'app', 'polarity': 'Positive'}]"
3452,Great Work!!!!Allah will reward you guys for this.,"[{'aspect': 'Allah', 'polarity': 'Positive'}]"
3453,"It's a very nice app, the developer did a great work","[{'aspect': 'app', 'polarity': 'Positive'}]"
3454,"amazing. looking for something like this since a long time. perfect for reading, learning and tracking the process. and the UI is designed so well. Thank you!","[{'aspect': 'learning', 'polarity': 'Positive'}, {'aspect': 'UI', 'polarity': 'Positive'}]"
3455,This is the best quranic app I used for studying Al Quran.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3456,"this app is really awesome for a muslim,jajhakumullahu khayran.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3457,More options for bookmarks will be appreciated. Like for where u can mark your miztakes. Jazakalla khair,"[{'aspect': 'bookmarks', 'polarity': 'Neutral'}]"
3458,Alhum du lillah ..its a very good app mashallah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3459,"Alhamdulillah one of the best app ,💯","[{'aspect': 'app', 'polarity': 'Positive'}]"
3460,This app is amazing! Jazaak Allaah khayran for your efforts. May Allaah enter you into Janatul Firdows.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3461,"Best Quran app I've used so far, may Allah reward all contributors abundantly.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3463,I never sees an qur'anic application like this is so amazing arabic words and also tafseer at the down i really enjoy it,"[{'aspect': 'arabic', 'polarity': 'Positive'}]"
3465,Nothing to say...just awesome 😍 May Allah bless all of those poeple who created this app😊,"[{'aspect': 'app😊', 'polarity': 'Positive'}]"
3466,Mashallah ❤️... This app😘 Thankyou,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3467,"This app is very good and it is very nice, 👍","[{'aspect': 'app', 'polarity': 'Positive'}]"
3468,Thank you for this wonderful application. It helps me a lot in keeping contact with the Quran.,"[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
3470,"ماشاءاللہ۔۔ This islamic app is very good. Really appreciate your efforts. Very helpful, May ALLAH RAB UL AALMEEN accept yours efforts","[{'aspect': 'app', 'polarity': 'Positive'}]"
3471,It is indeed a great app to recite the quran..,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3472,"Alhamfulillah, It’s a great App.","[{'aspect': 'App', 'polarity': 'Negative'}]"
3474,Masha Allah. I love this App so so much. May Allah bless the developers and continue to give them more ideas. Jazakumullahu khair.,"[{'aspect': 'developers', 'polarity': 'Positive'}]"
3475,This is very useful app for muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3476,Very helpful app for practicing Muslims.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3477,If it contain bangla verse by verse audio. It will helpful a lot.,"[{'aspect': 'audio', 'polarity': 'Neutral'}]"
3478,Best app for reading The Quran with best features and all options for translations and all options for tashseef,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3479,"It's klm ngl. You should use it when you are practicing your Quran or rememberimg it. Anyways, sfe.","[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
3480,This app is so useful ☺️ and easy to use I love it is free,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3481,"Thanks for solve this problem... Its a very niceeee app, goood and best for islam..🥰🥰🥰🥰❤️❤️❤️","[{'aspect': 'app , goood', 'polarity': 'Negative'}]"
3482,Enjoyed reciting this Quran App,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3483,Very clear. Easy to read. Best of all ads free. Than you,"[{'aspect': 'ads', 'polarity': 'Positive'}]"
3484,JazakAllah Green Technology Team. One of the best app so for having a lot features without advertising. I highly recommend this app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3485,"This is a great app to learn,recite and understand the quran.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3486,It is a very good app however I experienced problem in downloading audios,"[{'aspect': 'audios', 'polarity': 'Negative'}]"
3487,masa'Allah one of my favourite app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3488,Very nice app and very useful 💟,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3489,This's the best blessing to have happened to me! Alhamdullilah!,"[{'aspect': 'blessing', 'polarity': 'Positive'}]"
3491,Superb..!! App.Thank you to the producer.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3493,Zajakumullahu Koiron. Alhamdulilah this is a very good and helpful app for every Muslim. Many many thanks and wishes for all of the team members. May Allah grant all of your work.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3494,It is very simple to use and understand. May Allah reward you all for the good job.,"[{'aspect': 'use', 'polarity': 'Positive'}]"
3495,I love everything about this Quran app. Jazakallahu khair to the developers,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3496,Masha Allah l have been using this Qur'an app for years and I'm glad to say its better than the best,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3497,extremely good app but the juz and hizb divisions are totally wrong please fix it. This app like a very smart gentleman with very good suit and golden handwatch but walking on the street bare footed It will remain as such until you fix HIZB division,"[{'aspect': 'hizb', 'polarity': 'Negative'}]"
3498,Fantastic experience with the app. The Quran is so clear for reading. I hereby confirming that I enjoy the app and recommend it to others.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3499,Very useful apl for Quran. Jazallah khair.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3500,MasAllah Great Apps. Highly recommended,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
3501,Its the best app for muslim people around the world,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3502,It's the best quran app for anyone who wants to learn Qur'an with English translation and meaning word by word. May allah reward the person behind this beautiful app. Jazaakumullah khaira.,"[{'aspect': 'quran app', 'polarity': 'Positive'}, {'aspect': 'allah', 'polarity': 'Positive'}]"
3503,"No other islamic app is alternative to this in Bangladesh!! The best media to acquire knowledge ""OFFLINE"" from Quran & Sunnah while you're free at your place or maybe while in a journey by bus,train or something else. I actually loved it so much❣️","[{'aspect': 'app', 'polarity': 'Positive'}]"
3504,It's very helpful app. Thank you so much.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3505,This app is very helpful any muslim people.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3506,The Most Beautiful on the Play Store Al Quran Loved has all the translations (including Sahih International) many features Best App to Read and Understand The Beautiful Quran Majid,"[{'aspect': 'Play', 'polarity': 'Positive'}]"
