Review Text,translation,Developer Reply Text
Assalamu Alaikum My translations are not showing even though I have translation enabled in the settings and have multiple translations selected,Assalamu Alaikum My translations are not showing even though I have translation enabled in the settings and have multiple translations selected,"Assalamu 'alaykum dear user. We would love to make your experience better in sha Allah. If you are still facing the same issues or have any feature requests, please provide your feedback on feedback.gtaf.org. JazakAllahu khayran."
"Bagusss banget MasyaAllah ada notif sholat, jadi ada yang ingetin","Very good, MashaAllah, there are prayer notifications, so someone remembers",
"Sangat membantu sekali dalam terjemahan ini,terimakasih banyak","This translation was very helpful, thank you very much",
"Alhamdulillah, bermanfaat","Thank God, useful",
جميله,beautiful,
Mapalad ang tao may kaalaman at kayamanan itoy ginamit sa mabuting paraan ....,Blessed is the person who has knowledge and wealth that is used in a good way....,
Apk al qur'an paling memuaskan saya,Apk al qur'an is the most satisfying for me,
আলহামদুলিল্লাহ এ্যাপটি খুব‌ই উপকারী। Very working. Thanks,Alhamdulillah the app is very useful. Very working. Thank you,"Assalamu 'alaykum dear user. We would love to make your experience better in sha Allah. If you are still facing the same issues or have any feature requests, please provide your feedback on feedback.gtaf.org. JazakAllahu khayran."
Very great app,Very great app,
A short tutorial or clearer UI design on how to use the app would be appreciated. I misunderstood how to use various features as this was my first time using it. For example I wanted to read the Arabic without translation but I didn't know you had to press the book icon to do that. Other than this the app is great and much better than other alternative Qur'an reading apps.,A short tutorial or clearer UI design on how to use the app would be appreciated. I misunderstood how to use various features as this was my first time using it. For example I wanted to read the Arabic without translation but I didn't know you had to press the book icon to do that. Other than this the app is great and much better than other alternative Qur'an reading apps.,
Top App,Top App,
Senang...,Happy...,
আলহামদুলিল্লাহ অনেক ভালো লাগলো,Alhamdulillah it was very good,
Çok özenerek yapılmış. Bence uygulamadan çok öte bir şey ❤,It was made with great care. I think it's much more than just practice ❤,
Very good,Very good,
An Excellent App. May ALLAAH bless you all,An Excellent App. May ALLAAH bless you all,
Simple easy,Simple easy,
Best app,Best app,
Best,Best,
"super app ever thing in one app life time free honi chahiye, prophets ki duaone jo Quran Pak say hain wo be add kerine","super app every thing in one app should be life time free, the prayers of the prophets who say Quran Pak will be added.",
MashAllah.,MashAllah.,
The best app to get Closer to The Creator.,The best app to get Closer to The Creator.,
"I was using Muslim Pro for the longest because I was grandfathered in; however, I was still getting ads. But this app Masha'Allah has a lot more features. More reciters option along with variations. Translation with tafseer. Great app so far. May Allah swt reward the brothers and sisters behind the thought process, and those who make intention utilizing for the sake of Allah swt, Aameen","I was using Muslim Pro for the longest because I was grandfathered in; however, I was still getting ads. But this app Masha'Allah has a lot more features. More reciters option along with variations. Translation with tafseer. Great app so far. May Allah swt reward the brothers and sisters behind the thought process, and those who make intention utilizing for the sake of Allah swt, Aameen",
"çok güzel bir uygulama kelamk kelamına çevirisi var, için bir çok imamın sesi var günlük olarak okunacak sure bildirimi dahi var","It is a very nice application, it has translation into kalamk, it has the voices of many imams, there is even a notification of the sura to be read daily.",
"Alhamdulillah, I've been using this app for couple of years now and what can I say is the app is continuously growing and updated it's only getting better and better.. Jazakumullahu khairan","Alhamdulillah, I've been using this app for couple of years now and what can I say is the app is continuously growing and updated it's only getting better and better.. Jazakumullahu khairan",BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
الحمد لله,Thank God,
"It's the BEST Qur'an app ever. No ads, free and available offline. EDIT: I reduced one star from my review because I couldn't receive the 'Daily Ayah' notifications anymore. Those were my favourite. Please fix this issue","It's the BEST Qur'an app ever. No ads, free and available offline. EDIT: I reduced one star from my review because I couldn't receive the 'Daily Ayah' notifications anymore. Those were my favourite. Please fix this issue",
Excellent,Excellent,BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
The best quran app out there,The best quran app out there,
جميل,Beautiful,
"Alhumdulillah, very good experience with this app. Especially the quick link feature is maa-sha-allah. One thing: the widget size in my phone shows 3*4, which requires a whole blank page. I think it should be solved and should be fitted in low size ratio.","Alhumdulillah, very good experience with this app. Especially the quick link feature is maa-sha-allah. One thing: the widget size in my phone shows 3*4, which requires a whole blank page. I think it should be solved and should be fitted in low size ratio.",
"Awesome app... with a lot of consideration for those who are trying to learn the Quran. I am absolutely in love with it. May Allah reward the app creators abundantly,ameen.","Awesome app... with a lot of consideration for those who are trying to learn the Quran. I am absolutely in love with it. May Allah reward the app creators abundantly,ameen.",
The words can't describe how good is this app made,The words can't describe how good is this app made,
Mashaallah.Best Qur'an app ever.but please add the recitation of qari wali al arkani.,Mashaallah.Best Qur'an app ever.but please add the recitation of qari wali al arkani.,
Sehr seht gut und nützlich,Very good and useful,
"Simple to use, ux ui on point, and everything is for free may Allah bless you.","Simple to use, ux ui on point, and everything is for free may Allah bless you.",
